"Country.Name","Country.Code","tour_arr_2017","tour_arr_2018","sum_2017","sum_2018","cn_arr_2017","cn_arr_2018","201801","201802","sum","hot_travel","gdp_2017","gdp_2018","dense_2017","dense_2018","export","import","20200122","20200123","20200124","20200126","20200202","20200205","20200206","20200207","20200210","20200217","20200219","20200221","20200304","20200307","20200318","20200324","imported_sum","volume","risk"
"Serbia","SRB",1497000,1711000,NA,NA,27559,35384,NA,NA,NA,NA,6284.192671588,7246.73165586437,80.275074319689,79.8317402241024,1361175186.33,127813035.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,303,0,10149,0.0750949563847694
"Sub-Saharan Africa (excluding high income)","SSA",47249691.4035649,47249691.4035649,NA,NA,NA,NA,NA,NA,NA,NA,1609.20276154345,1584.43823372274,49.4333265651216,50.7586283354254,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Sudan","SSD",NA,NA,NA,NA,2454,2168,NA,NA,NA,NA,NA,NA,NA,NA,51741000,1182277445.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0.00526086451764421
"Sub-Saharan Africa","SSF",47629536.2601109,47629536.2601109,NA,NA,NA,NA,NA,NA,NA,NA,1610.48818375213,1585.77214781685,49.4367679749432,50.7620843086558,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Small states","SST",49014833.2703106,51165258.7141764,NA,NA,NA,NA,NA,NA,NA,NA,12165.4442836485,13213.6130975252,15.9487810912889,16.2244628233256,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sao Tome and Principe","STP",28900,33400,NA,NA,428,550,NA,NA,NA,NA,1811.00963265499,2001.14090226164,215.717708333333,219.820833333333,9843949.87,119872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.47984937205182e-05
"Suriname","SUR",278000,278000,5511,NA,3932,4046,1,3,4,0,5379.11941495353,6234.04492230646,3.65702564102564,3.69225,142156549.84,28099745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,158,0.00116908100392093
"Slovak Republic","SVK",2162000,2256000,61346,66961,14202,14743,4,1,5,1,17510.0889889901,19442.7057620693,113.128785357737,113.290578202995,4926564981.04,2075087951.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,204,0,116,0.000858312635790053
"Slovenia","SVN",3991000,4425000,69549,87171,7503,7972,12,43,55,1,23442.704281871,26123.9738694646,102.59100635951,102.639859503382,1965488641.66,403161863.11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,275,480,0,1008,0.00745844083514115
"Sweden","SWE",7054000,7440000,183203,172989,111758,109991,479,765,1244,1,53744.4290321437,54608.3602546906,24.6929807763129,25.0010434312931,6973680520.24,7140779784.07,0,0,0,0,1,1,1,1,1,1,1,1,35,161,1279,2286,0,20114,0.148828451347251
"Eswatini","SWZ",921000,782000,2650,2293,518,564,NA,NA,NA,NA,3953.08896990829,4145.97411168691,65.3926162790698,66.0576162790698,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,25,0.000184981171506477
"Sint Maarten (Dutch part)","SXM",402000,178000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193.35294117647,1193.35294117647,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0.00116168175706068
"Seychelles","SYC",350000,362000,12006,9050,1970,1835,0,4,4,0,15683.6564988559,16433.9352865158,208.354347826087,210.352173913043,56089240.96,1362365.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,1863,0.0137847969006627
"Syrian Arab Republic","SYR",NA,NA,NA,NA,10744,11414,NA,NA,NA,NA,NA,NA,92.9477863094266,92.0671077710614,1093710904,1240591.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0.000118387949764145
"Turks and Caicos Islands","TCA",416400,441000,NA,NA,1,1,NA,NA,NA,NA,25933.6074363465,27142.2277976902,39.0684210526316,39.6473684210526,2660037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.39924686025908e-06
"Chad","TCD",87000,87000,NA,NA,1321,1407,7,6,13,0,664.303315726258,728.343235359289,11.9256456480305,12.2917336404066,114571924,258293281.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1425,0.0105439267758692
"East Asia & Pacific (IDA & IBRD countries)","TEA",170203053.594187,181041126.519557,NA,NA,NA,NA,NA,NA,NA,NA,7158.68920906533,7905.0351475861,129.338478726806,130.185452991291,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Europe & Central Asia (IDA & IBRD countries)","TEC",172583144.603415,191829289.563944,NA,NA,NA,NA,NA,NA,NA,NA,8530.40297174458,8822.86923223195,19.9183700998131,20.0172566615243,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Togo","TGO",514000,573000,5159,6490,3994,4517,NA,NA,NA,NA,624.544945930112,679.257083602874,141.542103327818,145.046773303916,1528313929.62,68266410.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,858,0.00634855380610229
"Thailand","THA",35592000,38178000,16022736,16873689,775747,832605,46026,59392,105418,0,6578.18886493522,7273.56320732092,135.469196891699,135.897206835131,38247928512,40606148767.35,2,3,5,8,19,25,25,25,32,35,35,35,43,50,212,827,0,2031859,15.0342263262392
"Tajikistan","TJK",431000,1035000,6212,8059,22465,26141,NA,NA,NA,NA,806.041573098044,826.621530538704,63.9834858419194,65.5727141724908,1299207491,46211644.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0.00714767246701027
"Turkmenistan","TKM",NA,NA,NA,NA,14426,15244,NA,NA,NA,NA,6587.09031628698,6966.63541063077,12.2521843678846,12.4505947694337,361286142,6006584801.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3908,0.0289162567298925
"Latin America & the Caribbean (IDA & IBRD countries)","TLA",97380000,100122115.273835,NA,NA,NA,NA,NA,NA,NA,NA,9261.255284822,8887.51136267301,31.1073461148572,31.4141444422749,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timor-Leste","TLS",74000,75000,7519,6673,606,806,NA,NA,NA,NA,2000.60116097907,2035.53390768881,83.6086751849361,85.270477471419,132288662,1530032.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,0.00103589456043627
"Middle East & North Africa (IDA & IBRD countries)","TMN",47230836.1623274,57104481.456606,NA,NA,NA,NA,NA,NA,NA,NA,3829.43422629961,3829.43422629961,43.0907955401571,43.8129297485221,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tonga","TON",62500,54000,1603,NA,1248,1382,NA,NA,NA,NA,4217.47650679527,4364.01556134949,141.663888888889,143.329166666667,27820575,555372.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0.000991499079274717
"South Asia (IDA & IBRD)","TSA",23825232.5091422,26701056.8437404,NA,NA,NA,NA,NA,NA,NA,NA,1866.9376986432,1902.8026286069,375.730175506376,380.247133746081,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",47629536.2601109,47629536.2601109,NA,NA,NA,NA,NA,NA,NA,NA,1610.48818375213,1585.77214781685,49.4367679749432,50.7620843086558,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinidad and Tobago","TTO",395000,375000,2440,2373,2872,3142,1,4,5,0,16238.1931916674,17129.9130902577,269.799610136452,270.927485380117,427710304,63554563.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,57,0,82,0.000606738242541245
"Tunisia","TUN",7052000,8299000,61597,91103,8105,8484,69,61,130,0,3482.18672918633,3447.50790975551,73.5932221936148,74.4413233779609,1795641609.38,180594173.24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,114,0,2912,0.0215466068570744
"Turkey","TUR",37601000,45768000,593312,1027672,75451,74409,4535,5533,10068,1,10513.6484152661,9370.1763438282,105.377768538129,106.960128893104,22829951278.97,3151518129.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1872,13,66490,0.491975923738626
"Tuvalu","TUV",2500,2700,61,NA,204,177,NA,NA,NA,NA,3572.60836706326,3700.71067713471,379,383.6,10819470,5861.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania","TZA",1275000,1378000,28938,32773,23816,27208,7,54,61,0,1004.84112066441,1050.67525379846,61.7113411605329,63.5790787988259,1860637589.83,319424058.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,8388,0.0620648826638532
"Uganda","UGA",1402000,1402000,16842,NA,17694,19143,7,17,24,0,631.522719792278,642.776744292007,205.27860063834,213.061734490325,979242430.62,33345234.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8246,0.0610141896096964
"Ukraine","UKR",14230000,14104000,29561,41061,171766,180725,8,5,13,1,2640.67567655839,3095.17358053586,77.389796129745,77.0296673514129,5527517061.3,2014343096.68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,97,0,17275,0.127821989510976
"Upper middle income","UMC",360305094.934865,386697190.75276,NA,NA,NA,NA,NA,NA,NA,NA,8669.94817987902,9205.37873960243,45.1535105636847,45.4691766291018,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Uruguay","URY",3674000,3469000,NA,NA,4407,4864,2,3,5,0,16437.2448692778,17277.9701105496,19.635733059079,19.7080276539824,1720179767.42,2022785683.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,162,0,585,0.00432855941325156
"United States","USA",77186740,79745920,3173915,2991813,2309282,2483554,51524,46309,97833,0,59927.9298339535,62794.5856522398,35.5452270694906,35.766088580168,444327770678.96,132056164368.67,1,1,2,5,8,11,11,11,11,13,13,15,149,402,7783,53740,4,773347,5.72218536164078
"Uzbekistan","UZB",2690000,5346000,15087,32444,46358,41025,NA,NA,NA,NA,1826.56691924216,1532.37167679684,76.1368124118477,77.4692054536906,2714922790,1401740855.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,0,9676,0.0715951126198669
"St. Vincent and the Grenadines","VCT",76000,80000,NA,NA,783,545,NA,NA,NA,NA,7212.96018080962,7361.4009618002,281.607692307692,282.589743589744,23806570.15,57129.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Venezuela, RB","VEN",427000,427000,25579,NA,24598,23842,NA,NA,NA,NA,NA,NA,33.3205702624568,32.7307919052208,1651118714,6638712058.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,84,0,3475,0.0257123828394003
"British Virgin Islands","VGB",335000,192000,NA,NA,0,3,NA,NA,NA,NA,NA,NA,197.18,198.68,10813538,102339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.47984937205182e-05
"Virgin Islands (U.S.)","VIR",535000,381000,NA,NA,NA,NA,NA,NA,NA,NA,35938.0243875154,35938.0243875154,306.48,305.648571428571,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.000147984937205182
"Vietnam","VNM",12922000,15498000,4008253,4966468,6544198,7587932,45467,59417,104884,0,2365.62166567374,2566.59694958511,305.08156867804,308.125245912213,70527414593,39687897133.38,0,2,2,2,6,8,10,10,14,16,16,16,16,18,75,134,0,468378,3.46564444591443
"Vanuatu","VUT",109000,116000,3612,4007,854,826,NA,NA,NA,NA,3082.35632289041,3123.89339649956,23.4216570959803,24.0098441345365,64743565,13737232.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0.00080651790776824
"World","WLD",1363216205.39455,1441953149.14329,NA,NA,NA,NA,NA,NA,NA,NA,10777.618272285,11312.4399293599,58.9769667727188,59.6362362611782,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samoa","WSM",146000,164000,2660,2903,1855,1624,NA,NA,NA,NA,4258.48629189424,4183.40793504696,69.0289752650177,69.3038869257951,44879513.07,780368.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.000421757071034768
"Kosovo","XKX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.05266976444,4302.27648252378,168.154679893451,168.154679893451,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yemen, Rep.","YEM",NA,NA,NA,NA,14553,14472,NA,NA,NA,NA,963.494720967854,944.408499373419,52.7204594958047,53.9778529083092,1639253785,609915173.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Africa","ZAF",10285000,10472000,100228,100342,74940,83621,338,348,686,0,6132.4798409721,6374.02819575944,46.987817062213,47.6301197767684,15482480746.35,16407166287.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,554,0,26405,0.195377113345141
"Zambia","ZMB",1083000,1072000,26562,27796,9705,10530,0,5,5,0,1534.86537052245,1539.90015779907,22.6713945573656,23.3414789007116,1162242388.84,1463602262.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,9471,0.0700782670135138
"Zimbabwe","ZWE",2423000,2580000,NA,NA,10914,14174,4,3,7,0,1602.40350699048,2146.99638487707,36.8017190125372,37.3245909267158,440779970,852803128.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2716,0.0200963544724637
NA,"COK",NA,NA,804,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7288633,5559122.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.000184981171506477
NA,"NIU",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"TWN",NA,NA,2732549,2695615,5871268,6136081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,10,11,16,16,18,22,23,26,42,45,100,215,0,979724,7.24921973092047
NA,"AIA",NA,NA,NA,NA,11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"ANT",NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"CXR",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,2588,157665,47,66,113,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,61,135,454,621,634,706,706,712,712,0,0,0
NA,"REU",NA,NA,NA,NA,NA,NA,14,7,21,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0.0059859907099496
NA,"BES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.000192380418366736
NA,"BLX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17544626391.09,9025005988.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"MSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216622,51829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"NFK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2227816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"SPM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39252,32262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"WLF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"XXB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43121537027,153313063993.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"VAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0
NA,"SJM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.00024417514638855
NA,"GLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.000110988702903886
NA,"MTQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9.61902091833681e-05
NA,"JEY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8.8790962323109e-05
